Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
AITC,0,4200,4500,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
NCP,0,20000,400,GOA,Post Graduate,0.0,0.0,0.0,0.0
AITC,0,0,10000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,80000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,110000,10000,NAGALAND,10th Pass,0.0,0.0,0.0,0.0
SHS,0,0,2000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
AITC,0,70000,200,HARYANA,10th Pass,0.0,0.0,0.0,0.0
INC,1,40000,400,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,110000,90000,GUJARAT,Graduate,1.0,0.0,0.0,0.0
NCP,0,160000,2600,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
Sikkim Krantikari Morcha,0,1600,3900,BIHAR,Graduate,0.0,0.0,0.0,0.0
DMK,0,20000,1800,DELHI,Graduate,0.0,0.0,0.0,0.0
YSRCP,0,320000,1400,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,7,1700,30000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
DMK,0,20000,2500,BIHAR,Graduate,0.0,0.0,0.0,0.0
AIADMK,0,0,1200,RAJASTHAN,10th Pass,1.0,0.0,0.0,0.0
BJP,5,160000,30000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,0,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
SHS,0,130000,1300,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
AAP,8,90000,10000,ODISHA,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,8100,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
AIADMK,1,20000,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,8,160000,4900,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
BJD,1,40000,20000,PUNJAB,Graduate,0.0,0.0,0.0,0.0
SP,0,80000,2400,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,160000,2100,DELHI,Post Graduate,0.0,0.0,0.0,0.0
AAP,3,210000,5700,MADHYAPRADESH,8th Pass,0.0,0.0,0.0,0.0
NCP,0,20000,30000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,0,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,0,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,100,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,60000,1500,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,900,MANIPUR,Doctorate,1.0,0.0,0.0,0.0
INC,0,0,130000,BIHAR,12th Pass,1.0,0.0,0.0,0.0
BJP,0,2000,20000,HIMACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
SP,12,110000,200,KERALA,Graduate,0.0,0.0,0.0,0.0
NCP,6,30000,8600,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,170000,40000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
NCP,0,20000,10000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
AIADMK,1,3600,200,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
DMK,1,60000,6000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
RJD,7,90000,3100,NAGALAND,Graduate,0.0,0.0,0.0,0.0
BJP,0,110000,0,PUDUCHERRY,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,8200,0,ODISHA,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,40000,50000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,2420000,160000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,6900,7700,BIHAR,Graduate Professional,1.0,0.0,0.0,0.0
INC,0,9400,400,RAJASTHAN,12th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,300,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
INC,2,150000,0,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
NPP,0,3200,1000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
INC,1,6400,40000,UTTARAKHAND,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,30000,60000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
INC,1,90000,5700,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,20000,1800,DELHI,12th Pass,0.0,0.0,0.0,0.0
AAP,0,130000,10000,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,0,0,TAMILNADU,Doctorate,0.0,0.0,0.0,0.0
YSRCP,19,200000,2830000,MEGHALAYA,Graduate,0.0,0.0,0.0,0.0
DMK,6,230000,0,DELHI,10th Pass,0.0,0.0,0.0,0.0
DMK,1,100,2100,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,140000,130000,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
YSRCP,0,3100,10000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,750000,MADHYAPRADESH,8th Pass,0.0,0.0,0.0,0.0
AAP,12,20000,40000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
DMK,9,20000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,9,4600,4100,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,10000,500,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,30000,600,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
YSRCP,1,8700,0,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
YSRCP,1,50000,20000,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,10,220000,3000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
INC,173,5200,2000,HIMACHALPRADESH,10th Pass,1.0,0.0,0.0,0.0
NCP,0,80000,3000,KARNATAKA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,210000,400,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,1,20000,2500,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
CPI(M),0,100000,5500,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
AIADMK,3,4100,200,ODISHA,Others,0.0,0.0,0.0,0.0
BJP,1,0,30000,RAJASTHAN,Doctorate,0.0,0.0,0.0,0.0
BJP,0,270000,0,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,2000,PUDUCHERRY,Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,3900,RAJASTHAN,Others,0.0,0.0,0.0,0.0
AITC,0,20000,300,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,80000,600,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,1,40000,2650000,MEGHALAYA,Post Graduate,0.0,0.0,0.0,0.0
BJP,5,60000,100,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
INC,0,90000,0,GUJARAT,12th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,56,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,14,20000,10000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
INC,1,90000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,0,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,50000,500,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,100,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,260000,300000,CHHATTISGARH,Graduate,1.0,0.0,0.0,0.0
RJD,0,80000,6200,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,10000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,1,420000,50000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
JD(U),1,20000,1500,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
INC,1,5800,2330000,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,1,0,10000,NAGALAND,10th Pass,0.0,0.0,0.0,0.0
BJD,0,0,5000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,40000,500,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
CPI(M),1,130000,3900,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,0,150000,61,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
BJP,1,10000,40000,UTTARAKHAND,12th Pass,0.0,0.0,0.0,0.0
INC,0,8800,40000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
DMK,1,30000,80000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
YSRCP,0,20000,220000,ODISHA,Graduate,0.0,0.0,0.0,0.0
DMK,0,10000,40000,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,8700,5000,CHHATTISGARH,5th Pass,0.0,0.0,0.0,0.0
SP,0,20000,200,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,0,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,60000,2800,DELHI,12th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,2400,GUJARAT,Graduate,0.0,0.0,0.0,0.0
AITC,14,110000,10000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
IND,9,40000,20000,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
BJP,1,40000,10000,UTTARAKHAND,Graduate Professional,0.0,0.0,0.0,0.0
JD(U),0,14130000,900,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,80000,0,MEGHALAYA,Doctorate,0.0,0.0,0.0,0.0
BJP,173,10000,30000,BIHAR,12th Pass,1.0,0.0,0.0,0.0
BJP,1,0,180000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,3900,KARNATAKA,Post Graduate,1.0,0.0,0.0,0.0
INC,1,10000,6300,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,3,20000,3900,PUNJAB,Graduate,0.0,0.0,0.0,0.0
INC,0,30000,1200,KARNATAKA,Doctorate,1.0,0.0,0.0,0.0
BJP,3,0,100,MADHYAPRADESH,5th Pass,0.0,0.0,0.0,0.0
BJP,0,0,1600,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
DMK,4,540000,6500,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
SHS,0,1900,2900,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
INC,5,70000,300,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,190000,2900,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
INC,0,40000,1000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,0,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,8,10000,2000,MADHYAPRADESH,5th Pass,0.0,0.0,0.0,0.0
NCP,1,0,2400,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,5000,ASSAM,10th Pass,0.0,0.0,0.0,0.0
INC,0,580000,4700,KERALA,8th Pass,0.0,0.0,0.0,0.0
BJP,13,1300,70,UTTARAKHAND,Post Graduate,0.0,0.0,0.0,0.0
NDPP,1,240000,600,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,10000,50000,HARYANA,Graduate,0.0,0.0,0.0,0.0
AAP,1,20000,1600,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
DMK,23,50000,1200,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,0,70000,0,GUJARAT,10th Pass,1.0,0.0,0.0,0.0
BJP,3,30000,60000,MANIPUR,Graduate,0.0,0.0,0.0,0.0
BJP,6,40000,1200,RAJASTHAN,Post Graduate,1.0,0.0,0.0,0.0
YSRCP,1,2300,400,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,10000,10000,DELHI,10th Pass,0.0,0.0,0.0,0.0
IND,0,110000,50000,KARNATAKA,10th Pass,1.0,0.0,0.0,0.0
BJP,1,0,800,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,1,140000,10000,TRIPURA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,80000,4700,HIMACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,0,40000,40000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,4,20000,70000,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
DMK,13,1900,1300,ASSAM,10th Pass,1.0,0.0,0.0,0.0
BJP,0,40000,0,WESTBENGAL,Doctorate,0.0,0.0,0.0,0.0
SHS,0,10000,40000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
INC,1,80000,2100,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,6700,9700,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,820000,8300,GOA,Graduate Professional,1.0,0.0,0.0,0.0
BJD,0,0,2300,UTTARAKHAND,Doctorate,0.0,0.0,0.0,0.0
RJD,0,20000,1100,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
SP,5,10000,60000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
YSRCP,0,40000,6900,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
RJD,1,10000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
AITC,2,0,8100,ODISHA,Post Graduate,1.0,0.0,0.0,0.0
CPI(M),11,110000,900,KERALA,10th Pass,1.0,0.0,0.0,0.0
DMK,4,20000,1100,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
CPI(M),4,110000,20000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,0,0,5900,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,2,50000,2300,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
JMM,1,8900,0,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,0,40000,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
BJP,1,30000,3000,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,2,40000,1700,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
CPI(M),1,80000,1200,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
DMK,1,1260000,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
SP,0,30000,900,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
SHS,2,20000,0,ODISHA,Graduate,0.0,0.0,0.0,0.0
DMK,3,10000,200,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
IND,0,0,40000,NAGALAND,Graduate,0.0,0.0,0.0,0.0
BJP,0,580000,0,NAGALAND,10th Pass,0.0,0.0,0.0,0.0
SHS,0,8900,97,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,3,40000,10000,MADHYAPRADESH,Post Graduate,1.0,0.0,0.0,0.0
INC,0,20000,4500,DELHI,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),5,20000,0,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,40000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,30000,0,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,350000,1600,GOA,Graduate,0.0,0.0,0.0,0.0
CPI(M),5,20000,300,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,6900,2700,BIHAR,Literate,0.0,0.0,0.0,0.0
AAP,1,40000,2300,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
JD(S),1,10000,230000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,1000,KARNATAKA,12th Pass,1.0,0.0,0.0,0.0
BJP,0,190000,6100,MANIPUR,10th Pass,1.0,0.0,0.0,0.0
BJD,1,110000,0,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
NDPP,0,5100,99,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
INC,0,30000,7000,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
BJD,12,5800,4800,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,0,7300,100,WESTBENGAL,5th Pass,0.0,0.0,0.0,0.0
AAP,0,1890000,2900,CHHATTISGARH,10th Pass,0.0,0.0,0.0,0.0
INC,14,70000,10000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
Sikkim Krantikari Morcha,0,7900,20000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,0,2800,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
JD(S),16,540000,56,UTTARAKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,5,40000,0,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
INC,4,90000,40000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,2,8700,3500,MANIPUR,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,600,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
NPP,0,40000,4000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
AAP,4,6000,20000,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,1900,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,90000,90000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,10000,2100,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
JD(S),1,70,1100,BIHAR,Post Graduate,1.0,0.0,0.0,0.0
SHS,1,280000,1600,UTTARAKHAND,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,1600,TAMILNADU,Others,0.0,0.0,0.0,0.0
AAP,4,50000,20000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
DMK,1,20000,600,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJD,1,190000,300,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,560000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,2,90000,1800,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
AAP,0,90000,6300,RAJASTHAN,Graduate,1.0,0.0,0.0,0.0
INC,0,110000,4100,DELHI,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,600,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
AITC,2,40000,40000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,1,20000,110000,DELHI,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,0,KARNATAKA,Doctorate,0.0,0.0,0.0,0.0
AAP,12,0,2400,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,5600,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),0,0,30000,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
BJP,2,210000,30000,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,1,290000,70000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
JD(U),1,280000,300,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,2,30000,20000,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
SP,1,6400,30000,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
AAP,0,20000,10000,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
NPP,0,1750000,20000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,280000,700,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
AAP,8,40000,0,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
DMK,0,50000,5100,GUJARAT,Post Graduate,0.0,0.0,0.0,0.0
BJP,6,0,8200,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,70000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,50000,10000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
AIADMK,0,40000,1300,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
JD(S),99,6600,470000,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
INC,0,0,180000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,0,500,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
INC,1,30000,0,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,30000,JHARKHAND,Graduate Professional,1.0,0.0,0.0,0.0
NCP,0,90000,90000,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,0,500,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,3,440000,15,RAJASTHAN,Post Graduate,1.0,0.0,0.0,0.0
CPI(M),1,20000,300,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
INC,1,320000,6000,RAJASTHAN,Others,0.0,0.0,0.0,0.0
BJP,1,0,10000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,110000,20000,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,420000,0,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,8900,0,GUJARAT,Doctorate,0.0,0.0,0.0,0.0
DMK,3,80000,100,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,40000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
INC,1,30000,100,HARYANA,Post Graduate,0.0,0.0,0.0,0.0
BJP,2,30000,20000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,10000,0,BIHAR,10th Pass,0.0,0.0,0.0,0.0
SHS,30,6300,61,ANDHRAPRADESH,Others,0.0,0.0,0.0,0.0
DMK,25,480000,2300,ODISHA,10th Pass,0.0,0.0,0.0,0.0
JD(S),1,80000,7200,GUJARAT,10th Pass,0.0,0.0,0.0,0.0
DMK,0,40000,100,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
DMK,1,1000,0,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,6000,4100,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
CPI(M),1,10000,40000,KERALA,Graduate Professional,0.0,0.0,0.0,0.0
SP,1,6900,600,RAJASTHAN,Graduate,1.0,0.0,0.0,0.0
IND,1,80000,600,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,0,20000,4100,JHARKHAND,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,30000,0,WESTBENGAL,Others,0.0,0.0,0.0,0.0
BJP,4,6300,5800,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,150000,2600,TRIPURA,Doctorate,0.0,0.0,0.0,0.0
BJD,0,10000,10000,GOA,Graduate Professional,0.0,0.0,0.0,0.0
INC,0,80000,0,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
YSRCP,1,20000,30000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
INC,1,40000,2100,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
AITC,1,400,40000,ODISHA,Post Graduate,0.0,0.0,0.0,0.0
INC,1,0,30000,DELHI,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,80000,5100,ANDHRAPRADESH,Graduate,1.0,0.0,0.0,0.0
DMK,0,10000,4900,ARUNACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,40000,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
BJD,0,1400,4000,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,90000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,6000,TAMILNADU,Literate,1.0,0.0,0.0,0.0
DMK,5,1400,130000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
AAP,0,90000,6200,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
YSRCP,0,10000,10000,ASSAM,12th Pass,0.0,0.0,0.0,0.0
SP,0,20000,5300,ODISHA,Post Graduate,0.0,0.0,0.0,0.0
BJP,13,5300,700,ARUNACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,0,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
AAP,0,370000,400,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),1,2450000,9700,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,500000,2800,GUJARAT,Post Graduate,1.0,0.0,0.0,0.0
BJP,1,20000,20000,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
DMK,10,4900,200,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,10000,DELHI,Doctorate,0.0,0.0,0.0,0.0
BJP,1,60000,1000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
IND,1,0,400,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
DMK,7,4600,6500,GUJARAT,Graduate,0.0,0.0,0.0,0.0
BJP,0,0,10000,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
AIADMK,6,2300,4300,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,2,0,300,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
JD(S),0,10000,300,NAGALAND,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,110000,10000,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
NPP,1,210000,40000,KERALA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,100000,10000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,0,140000,0,MEGHALAYA,12th Pass,1.0,0.0,0.0,0.0
INC,29,5100,1700,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
AITC,0,150000,4600,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
CPI(M),4,170000,2100,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJD,6,40000,0,GOA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,4,30000,120000,DELHI,Doctorate,0.0,0.0,0.0,0.0
AIADMK,1,6400,1900,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
IND,0,80000,400,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
SHS,0,50000,300,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,50000,0,KARNATAKA,12th Pass,1.0,0.0,0.0,0.0
BJP,1,110000,600,ANDHRAPRADESH,8th Pass,0.0,0.0,0.0,0.0
SP,1,40000,3500,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
AITC,12,20000,100,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,7800,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
AITC,0,340000,6000,UTTARAKHAND,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,9400,6000,DELHI,Graduate Professional,1.0,0.0,0.0,0.0
AAP,1,80000,100000,MEGHALAYA,10th Pass,1.0,0.0,0.0,0.0
BJD,1,4000,2200,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,10000,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,200,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
