ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
992,Chetan Patel Kolana,PIPALDA,INC,0,6 Crore+,3 Lac+,RAJASTHAN,Post Graduate
993,Timothy Dalbot Shira,RESUBELPARA (ST),NPP,0,1 Crore+,0,MEGHALAYA,Graduate
994,A. Prabhakaran,MALAMPUZHA,CPI(M),0,60 Lac+,0,KERALA,Graduate
995,Channareddy Patil Tunnur,YADGIR,INC,0,11 Crore+,67 Lac+,KARNATAKA,12th Pass
996,Shivraj Singh Chouhan,BUDHNI,BJP,0,8 Crore+,68 Lac+,MADHYAPRADESH,Post Graduate
997,Rode Bui,DUMPORIJO,BJP,0,1 Lac+,0,ARUNACHALPRADESH,10th Pass
998,Thangamani.P,KUMARAPALAYAM,AIADMK,0,1 Crore+,0,TAMILNADU,10th Pass
999,Raaj Kumar Anand,PATEL NAGAR,AAP,1,78 Crore+,32 Crore+,DELHI,Post Graduate
1000,Yanthungo Patton,TYUI (ST),BJP,0,2 Crore+,0,NAGALAND,12th Pass
1001,Phool Singh Meena,UDAIPUR RURAL (ST),BJP,0,3 Crore+,22 Lac+,RAJASTHAN,Graduate
1002,Sulbha Sanjay Khodke,AMRAVATI,INC,1,6 Crore+,1 Crore+,MAHARASHTRA,Post Graduate
1003,Basavaraju V Shivaganga,CHANNAGIRI,INC,3,6 Crore+,1 Crore+,KARNATAKA,Graduate
1004,Deepak Birua,CHAIBASA (ST),JMM,0,1 Crore+,5 Lac+,JHARKHAND,Graduate
1005,Anmol Gagan Maan,KHARAR,AAP,0,1 Crore+,39 Lac+,PUNJAB,12th Pass
1006,Dwarikadhish Yadav,KHALLARI,INC,0,1 Crore+,2 Lac+,CHHATTISGARH,12th Pass
1007,Nabin Chandra Bag,KHANDAGHOSH (SC),AITC,1,30 Lac+,0,WESTBENGAL,Post Graduate
1008,Pannalal Halder,DIAMOND HARBOUR,AITC,0,0,0,WESTBENGAL,Graduate Professional
1009,Aman Arora,SUNAM,AAP,3,95 Crore+,22 Crore+,PUNJAB,Graduate
1010,Sangram Anantrao Thopte,BHOR,INC,1,20 Crore+,26 Lac+,MAHARASHTRA,Graduate
1011,"Manraj, E.M.",SRIVILLIPUTHUR (SC),AIADMK,0,1 Crore+,15 Lac+,TAMIL NADU,10th Pass
1012,Pratap Lal Bheel,GOGUNDA (ST),BJP,0,98 Lac+,8 Lac+,RAJASTHAN,12th Pass
1013,Girish Chandra Yadav,JAUNPUR,BJP,1,69 Lac+,0,UTTARPRADESH,Graduate Professional
1014,Dr. Rahul Vedprakash Patil,PARBHANI,SHS,2,2 Crore+,55 Lac+,MAHARASHTRA,Graduate Professional
1015,Ketakee Singh,BANSDIH,BJP,3,2 Crore+,0,UTTARPRADESH,Graduate
1016,Bina Singh,MAHNAR,RJD,0,4 Crore+,29 Lac+,BIHAR,Graduate
1017,Prasanta Kumar Muduli,JAGATSINGHPUR,BJD,0,70 Lac+,12 Lac+,ODISHA,Graduate Professional
1018,Adv. Sajeev Joseph,IRIKKUR,INC,2,1 Crore+,5 Lac+,KERALA,Graduate Professional
1019,Simhadri Ramesh Babu,AVANIGADDA,YSRCP,3,16 Crore+,56 Lac+,ANDHRAPRADESH,12th Pass
1020,Tej Pratap Yadav,HASANPUR,RJD,5,2 Crore+,17 Lac+,BIHAR,12th Pass
1021,Vijay Sharma,KAWARDHA,BJP,7,1 Crore+,12 Lac+,CHHATTISGARH,Post Graduate
1022,Paltoo Ram,BALRAMPUR (SC),BJP,0,9 Crore+,36 Lac+,UTTARPRADESH,Post Graduate
1023,Arup Dhara,CHANDRAKONA (SC),AITC,0,70 Lac+,15 Lac+,WESTBENGAL,Graduate
1024,Sangram Arunkaka Jagtap,AHMEDNAGAR CITY,NCP,1,10 Crore+,3 Crore+,MAHARASHTRA,Graduate
1025,Mavjibhai Maganbhai Desai,DHANERA,IND,2,63 Crore+,18 Crore+,GUJARAT,10th Pass
1026,Appaji Aliyas Channabasavaraj S/O Shankarao Nadagouda,MUDDEBIHAL,INC,0,22 Crore+,1 Crore+,KARNATAKA,Graduate
1027,Kishor Barman,NALCHAR (SC),BJP,0,46 Lac+,0,TRIPURA,Post Graduate
1028,Rishi Agrawal,BAMORI,INC,0,0,75 Lac+,MADHYAPRADESH,Post Graduate
1029,S R Vishwanath,YELAHANKA,BJP,2,63 Crore+,77 Lac+,KARNATAKA,Graduate
1030,Durga Murmu,PHANSIDEWA (ST),BJP,0,1 Crore+,0,WESTBENGAL,12th Pass
1031,"Sadhan Thirumalaikumar, Doctor.T",VASUDEVANALLUR (SC),DMK,1,8 Crore+,4 Crore+,TAMIL NADU,10th Pass
1032,Jangi Lal Mahajan,MUKERIAN,BJP,0,3 Crore+,0,PUNJAB,10th Pass
1033,Vungzagin Valte,THANLON (ST),BJP,0,1 Crore+,0,MANIPUR,Graduate
1034,Thangam Thenarasu,TIRUCHULI,DMK,7,11 Crore+,3 Crore+,TAMILNADU,Graduate Professional
1035,Vinod Singh,SULTANPUR,BJP,2,0,0,UTTARPRADESH,Graduate Professional
1036,Ajay Kumar Singh,JAMALPUR,INC,1,2 Crore+,2 Lac+,BIHAR,Doctorate
1037,Numal Momin,BOKAJAN (ST),BJP,0,1 Crore+,46 Lac+,ASSAM,Post Graduate
1038,Dr. Mukul Sangma,SONGSAK (ST),AITC,0,28 Crore+,1 Crore+,MEGHALAYA,Graduate Professional
1039,Rishi Kumar,OBRA,RJD,0,4 Crore+,23 Lac+,BIHAR,Post Graduate
1040,Sanjay,ARKI,INC,1,2 Crore+,23 Lac+,HIMACHALPRADESH,Graduate
1041,Ashoke Dinda,MOYNA,BJP,0,7 Crore+,1 Crore+,WESTBENGAL,Graduate
1042,Charles Pyngrope,NONGTHYMMAI (ST),AITC,0,14 Crore+,57 Lac+,MEGHALAYA,Graduate
1043,C Mahendran,MADATHUKULAM,AIADMK,0,46 Crore+,6 Crore+,TAMILNADU,Post Graduate
1044,Niranjan Roy,GAIGHAT,RJD,5,2 Crore+,75 Lac+,BIHAR,Graduate
1045,Mohan Singh Rathore,BHITARWAR,BJP,0,24 Crore+,1 Crore+,MADHYAPRADESH,12th Pass
1046,Rajesh Munat,RAIPUR CITY WEST,BJP,1,8 Crore+,3 Crore+,CHHATTISGARH,12th Pass
1047,B Nagendra,BELLARY (ST),INC,42,17 Crore+,3 Crore+,KARNATAKA,Graduate
1048,Gopal Bhargava,REHLI,BJP,0,5 Crore+,19 Lac+,MADHYAPRADESH,Post Graduate
1049,Ajesh Yadav,BADLI,AAP,0,15 Crore+,1 Crore+,DELHI,Graduate
1050,Bijoy Malakar,RATABARI (SC),BJP,0,70 Lac+,2 Lac+,ASSAM,10th Pass
1051,Jagadeesh Shivayya Gudagunti,JAMKHANDI,BJP,0,57 Crore+,4 Crore+,KARNATAKA,Others
1052,Dr. Sapam Ranjan Singh,KONTHOUJAM,BJP,0,0,42 Lac+,MANIPUR,Post Graduate
1053,Saurabh Bahuguna,SITARGANJ,BJP,0,7 Crore+,12 Lac+,UTTARAKHAND,Graduate Professional
1054,Sakendra Pratap,KURSI,BJP,1,1 Crore+,0,UTTARPRADESH,Post Graduate
1055,Ananta Das,BHOGRAI,BJD,1,3 Crore+,6 Lac+,ODISHA,Post Graduate
1056,Khushal Singh Adhikari,LOHAGHAT,INC,0,30 Crore+,3 Crore+,UTTARAKHAND,10th Pass
1057,Bhajan Lal Sharma,SANGANER,BJP,1,1 Crore+,46 Lac+,RAJASTHAN,Post Graduate
1058,Sukhpal Singh Khaira,BHOLATH,INC,3,50 Crore+,2 Crore+,PUNJAB,12th Pass
1059,H K Suresh,BELUR,BJP,0,435 Crore+,12 Crore+,KARNATAKA,Others
1060,Jyothula Naga Veera Venkata Vishnu Satya Marthanda Rao,JAGGAMPETA,YSRCP,0,7 Crore+,1 Crore+,ANDHRAPRADESH,Post Graduate
1061,Nirmal Rani,GANAUR,BJP,1,88 Crore+,16 Lac+,HARYANA,Post Graduate
1062,Neeraj Tamang Zimba,DARJEELING,BJP,8,64 Lac+,0,WESTBENGAL,Post Graduate
1063,Srinivasa Reddy Gopireddy,NARASARAOPET,YSRCP,4,10 Crore+,3 Crore+,ANDHRAPRADESH,Post Graduate
1064,Rampravesh Rai,BARAULI,BJP,1,94 Lac+,5 Lac+,BIHAR,Graduate
1065,Deviya Vishwajit Rane,PORIEM,BJP,0,23 Crore+,11 Crore+,GOA,Graduate Professional
1066,Gurmeet Singh Meet Hayer,BARNALA,AAP,5,44 Lac+,0,PUNJAB,Graduate Professional
1067,"Sivasankar, S.S.",KUNNAM,DMK,46,13 Crore+,1 Crore+,TAMIL NADU,10th Pass
1068,Amit Sihag,DABWALI,INC,0,10 Crore+,9 Lac+,HARYANA,Graduate Professional
1069,Krishna Kumar Rishi,BANMANKHI (SC),BJP,2,2 Crore+,21 Lac+,BIHAR,12th Pass
1070,Ganpatsinh Vestabhai Vasava,MANGROL (ST),BJP,0,8 Crore+,4 Crore+,GUJARAT,Graduate
1071,S.N. Narayanaswamy. K.M,BANGARAPET (SC),INC,1,46 Crore+,14 Crore+,KARNATAKA,Graduate
1072,Buchayya Chowdary Gorantla,RAJAMUNDRY RURAL,TDP,0,12 Crore+,2 Crore+,ANDHRAPRADESH,Graduate
1073,Gaytri Devi,PARIHAR,BJP,0,2 Crore+,55 Lac+,BIHAR,8th Pass
1074,E. Tukaram,SANDUR (ST),INC,0,2 Crore+,88 Lac+,KARNATAKA,Post Graduate
1075,Arun Kumar Sinha,KUMHRAR,BJP,4,3 Crore+,0,BIHAR,Graduate Professional
1076,Pooja Pal,CHAIL,SP,3,17 Crore+,1 Crore+,UTTARPRADESH,Graduate
1077,Suresh Raje,DABRA (SC),INC,0,1 Crore+,2 Lac+,MADHYAPRADESH,8th Pass
1078,Dr. Mizanur Rahman Kazi,RAJABALA,AITC,0,11 Crore+,69 Lac+,MEGHALAYA,Graduate Professional
1079,Biswanath Das,JAYNAGAR (SC),AITC,0,1 Crore+,14 Lac+,WESTBENGAL,Post Graduate
1080,Tamilarasi A.,MANAMADURAI (SC),DMK,8,2 Crore+,46 Lac+,TAMILNADU,Graduate
1081,Basanti Hembram,KARANJIA,BJD,0,3 Crore+,0,ODISHA,Graduate
1082,Amit Chachan,NOHAR,INC,0,94 Lac+,70 Lac+,RAJASTHAN,10th Pass
1083,Rajbala Singh,MILAK (SC),BJP,1,12 Crore+,4 Crore+,UTTARPRADESH,Post Graduate
1084,Jiban Krishna Saha,BURWAN (SC),AITC,0,3 Crore+,0,WESTBENGAL,Post Graduate
1085,Prakashanna Awade,ICHALKARANJI,IND,2,28 Crore+,5 Crore+,MAHARASHTRA,10th Pass
1086,Naman Bixal Kongari,KOLEBIRA (ST),INC,2,46 Lac+,82 Thou+,JHARKHAND,Graduate Professional
1087,Pravin Prabhakar Arlekar,PERNEM (SC),BJP,0,4 Crore+,47 Lac+,GOA,8th Pass
1088,Dr. Mohan Yadav,UJJAIN DAKSHIN,BJP,0,42 Crore+,8 Crore+,MADHYAPRADESH,Doctorate
1089,Anil Sharma,MANDI,BJP,0,57 Crore+,68 Lac+,HIMACHALPRADESH,Graduate
1090,Durai.Chandrasekaran,THIRUVAIYARU,DMK,10,3 Crore+,13 Lac+,TAMILNADU,Graduate Professional
1091,Ramachandran.T,THALLY,CPI,25,5 Crore+,0,TAMILNADU,Graduate Professional
1092,Chaughule Mahesh Prabhakar,BHIWANDI WEST,BJP,3,5 Crore+,2 Crore+,MAHARASHTRA,10th Pass
1093,S.Thenmozhi,NILAKKOTTAI (SC),AIADMK,0,17 Crore+,28 Lac+,TAMILNADU,10th Pass
1094,Alok Kumar Chaurasiya,DALTONGANJ,BJP,0,3 Crore+,20 Lac+,JHARKHAND,12th Pass
1095,Darsing Ronghang,HOWRAGHAT (ST),BJP,1,1 Crore+,0,ASSAM,Graduate
1096,Timmapur Ramappa Balappa,MUDHOL (SC),INC,1,58 Lac+,34 Lac+,KARNATAKA,Graduate Professional
1097,Kiritsinh Sardarsang Dabhi,DHOLKA,BJP,0,6 Crore+,5 Lac+,GUJARAT,Graduate
1098,Madan Lal Bagga,LUDHIANA NORTH,AAP,0,3 Crore+,46 Lac+,PUNJAB,8th Pass
1099,Chhagan Chandrakant Bhujbal,YEVLA,NCP,7,26 Crore+,91 Lac+,MAHARASHTRA,10th Pass
1100,Ravindra Dattaram Waikar,JOGESHWARI EAST,SHS,4,0,3 Crore+,MAHARASHTRA,Graduate
1101,Dharampal Lakra,MUNDKA,AAP,1,292 Crore+,6 Crore+,DELHI,Others
1102,Karnjeet Singh Alias Vyas Singh,DARAUNDA,BJP,4,6 Crore+,32 Lac+,BIHAR,12th Pass
1103,Satyanand Bhokta,CHATRA (SC),RJD,1,77 Lac+,52 Lac+,JHARKHAND,10th Pass
1104,Sandeep Ravindra Kshirsagar,BEED,NCP,5,7 Crore+,2 Crore+,MAHARASHTRA,Graduate
1105,Anup Kumar Saha,DUBRAJPUR (SC),BJP,2,4 Lac+,0,WESTBENGAL,Post Graduate
1106,Abdur Rahim Ahmed,BARPETA,INC,0,41 Lac+,0,ASSAM,Graduate
1107,Dr. Prem Chand Bairwa,DUDU (SC),BJP,0,4 Crore+,98 Lac+,RAJASTHAN,Doctorate
1108,Shakeel Ahmad Khan,KADWA,INC,6,1 Crore+,12 Lac+,BIHAR,Doctorate
1109,Bhim Hang Limboo,YANGTHANG,Sikkim Krantikari Morcha,0,39 Lac+,0,SIKKIM,Graduate
1110,Kalubhai Rathod,UNA,BJP,1,6 Crore+,1 Crore+,GUJARAT,12th Pass
1111,S Suresh Kumar,RAJAJINAGAR,BJP,0,4 Crore+,0,KARNATAKA,Graduate Professional
1112,Vidya Sagar Keshari,FORBESGANJ,BJP,2,6 Crore+,24 Thou+,BIHAR,Graduate
1113,Brijendra Pratap Singh,PANNA,BJP,0,0,2 Crore+,MADHYAPRADESH,Graduate Professional
1114,Devendra Joshi,SOORSAGAR,BJP,0,15 Crore+,5 Crore+,RAJASTHAN,Post Graduate
1115,Ameet Bhaskar Satam,ANDHERI WEST,BJP,0,6 Crore+,62 Lac+,MAHARASHTRA,10th Pass
1116,Ramachandran T,ARANTHANGI,INC,0,1 Crore+,34 Lac+,TAMILNADU,Graduate Professional
1117,Deepika Pandey Singh,MAHAGAMA,INC,2,4 Crore+,78 Lac+,JHARKHAND,Graduate Professional
1118,Lalaram Bairwa,SHAHPURA (SC),BJP,1,1 Crore+,50 Lac+,RAJASTHAN,Graduate
1119,R.K. Roja,NAGARI,YSRCP,4,9 Crore+,71 Lac+,ANDHRAPRADESH,12th Pass
1120,Rathwa Jayantibhai Savjibhai,JETPUR (ST),BJP,0,27 Lac+,0,GUJARAT,Graduate
1121,Payyavula Keshav,URAVAKONDA,TDP,1,0,3 Crore+,ANDHRAPRADESH,Graduate
1122,Randhir Pralhadrao Sawarkar,AKOLA EAST,BJP,1,17 Crore+,8 Crore+,MAHARASHTRA,Graduate Professional
1123,Ravishankar D,KRISHNARAJANAGARA,INC,1,7 Crore+,21 Lac+,KARNATAKA,Graduate Professional
1124,Adv. Kokate Manikrao Shivajirao,SINNAR,NCP,2,20 Crore+,4 Crore+,MAHARASHTRA,Graduate Professional
1125,Sumit Hridayesh,HALDWANI,INC,6,10 Crore+,26 Lac+,UTTARAKHAND,Graduate
1126,Pawan Kumar Kajal,KANGRA,BJP,0,13 Crore+,25 Lac+,HIMACHALPRADESH,10th Pass
1127,Sangitaben Rajendra Patil,LIMBAYAT,BJP,0,2 Crore+,43 Lac+,GUJARAT,Graduate
1128,Koujalagi Mahantesh Shivanand,BAILAHONGAL,INC,1,15 Crore+,72 Lac+,KARNATAKA,Graduate Professional
1129,Vishan Singh,DIDIHAT,BJP,2,2 Crore+,91 Thou+,UTTARAKHAND,Post Graduate
1130,Perni Venkataramaiah (Nani),MACHILIPATNAM,YSRCP,2,0,1 Crore+,ANDHRAPRADESH,Graduate
1131,Biranchi Narayan,BOKARO,BJP,2,2 Crore+,74 Thou+,JHARKHAND,Others
1132,Rajesh Tripathi,CHILLUPAR,BJP,3,91 Lac+,9 Lac+,UTTARPRADESH,Graduate
1133,Jyoti Prakash Panigrahi,SIMULIA,BJD,1,93 Lac+,21 Lac+,ODISHA,Graduate
1134,Sobhandeb Chattopadhyay,BHABANIPUR,AITC,0,0,0,WESTBENGAL,Graduate Professional
1135,Shyamal Mondal,BASANTI (SC),AITC,0,70 Lac+,3 Lac+,WESTBENGAL,Graduate
1136,Taba Tedir,YACHULI,BJP,0,49 Crore+,37 Lac+,ARUNACHALPRADESH,Graduate Professional
1137,Y. Sai Prasad Reddy,ADONI,YSRCP,0,9 Crore+,1 Crore+,ANDHRAPRADESH,10th Pass
1138,K Chennakesava Reddy,YEMMIGANUR,YSRCP,1,1 Crore+,99 Thou+,ANDHRAPRADESH,10th Pass
1139,Rushikesh Ganeshbhai Patel,VISNAGAR,BJP,1,15 Crore+,2 Crore+,GUJARAT,12th Pass
1140,Alok Mukherjee,BARJORA,AITC,0,19 Lac+,0,WESTBENGAL,10th Pass
1141,Rupjyoti Kurmi,MARIANI,INC,2,1 Crore+,27 Lac+,ASSAM,12th Pass
1142,Neelima Katiyar,KALYANPUR,BJP,1,3 Crore+,9 Lac+,UTTARPRADESH,Post Graduate
1143,Arun Sao,LORMI,BJP,0,1 Crore+,0,CHHATTISGARH,Graduate Professional
1144,Adireddy Bhavani,RAJAHMUNDRY CITY,TDP,0,48 Crore+,8 Crore+,ANDHRAPRADESH,Post Graduate
1145,Chainsingh Warkade,NIWAS (ST),INC,1,1 Crore+,21 Lac+,MADHYAPRADESH,Post Graduate
1146,Jaydrathsinhji Parmar,HALOL,BJP,0,6 Crore+,0,GUJARAT,Graduate Professional
1147,Gurupadagouda Sanganagouda Patil,RON,INC,0,6 Crore+,23 Lac+,KARNATAKA,12th Pass
1148,Raju Devnath Parwe,UMRED (SC),INC,2,4 Crore+,1 Crore+,MAHARASHTRA,12th Pass
1149,Amit Thaker,VEJALPUR,BJP,1,19 Crore+,11 Crore+,GUJARAT,Post Graduate
1150,Kunwar Vijay Shah,HARSUD (ST),BJP,0,17 Crore+,1 Crore+,MADHYAPRADESH,Post Graduate
1151,Dr.Neera Yadav,KODERMA,BJP,0,3 Crore+,53 Lac+,JHARKHAND,Doctorate
1152,Maheedhar Reddy Manugunta,KANDUKUR,YSRCP,0,5 Crore+,10 Lac+,ANDHRAPRADESH,Graduate
1153,Phool Singh Baraiya,BHANDER (SC),INC,2,2 Crore+,3 Crore+,MADHYAPRADESH,Graduate Professional
1154,Anil Deshmukh,KATOL,NCP,8,14 Crore+,4 Crore+,MAHARASHTRA,Post Graduate
1155,Gouri Sankar Ghosh,MURSHIDABAD,BJP,6,34 Lac+,0,WESTBENGAL,Post Graduate
1156,Ram Kumar,DOON,INC,1,0,8 Crore+,HIMACHALPRADESH,Post Graduate
1157,Mihir Goswami,NATABARI,BJP,0,1 Crore+,0,WESTBENGAL,Graduate Professional
1158,Adv. K. Premkumar,OTTAPALAM,CPI(M),4,1 Crore+,5 Lac+,KERALA,Graduate Professional
1159,Abbayya Prasad,HUBLI-DHARWAD-EAST (SC),INC,0,5 Crore+,1 Crore+,KARNATAKA,12th Pass
1160,Pon.Jayaseelan,GUDALUR (SC),AIADMK,0,0,3 Lac+,TAMILNADU,Graduate Professional
1161,K. Ansalan,NEYYATTINKARA,CPI(M),3,52 Lac+,17 Lac+,KERALA,12th Pass
1162,Kashiram Vechan Pawara,SHIRPUR (ST),BJP,2,94 Lac+,13 Lac+,MAHARASHTRA,Literate
1163,Bhulan Singh Marabi,PREMNAGAR,BJP,0,62 Lac+,1 Lac+,CHHATTISGARH,8th Pass
1164,Dharam Pal Gonder,NILOKHERI (SC),IND,0,0,0,HARYANA,12th Pass
1165,Kishori Lal,BAIJNATH (SC),INC,0,4 Crore+,5 Lac+,HIMACHALPRADESH,10th Pass
1166,Ravisheth Patil,PEN,BJP,0,10 Crore+,19 Lac+,MAHARASHTRA,12th Pass
1167,Dhirendra Singh,JEWAR,BJP,0,0,1 Crore+,UTTARPRADESH,Post Graduate
1168,Sanjay Chandrakant Jagtap,PURANDAR,INC,7,245 Crore+,13 Lac+,MAHARASHTRA,Post Graduate
1169,Thalapathi G,MADURAI NORTH,DMK,12,13 Crore+,0,TAMILNADU,10th Pass
1170,Lobin Hembrom,BORIO (ST),JMM,2,1 Crore+,0,JHARKHAND,10th Pass
1171,Aditi Munshi,RAJARHAT GOPALPUR,AITC,0,99 Lac+,12 Lac+,WESTBENGAL,Post Graduate
1172,Thakor Geniben Nagaji,VAV,INC,1,65 Lac+,9 Lac+,GUJARAT,Graduate
1173,Mousadhi Bag,DHARAMGARH,BJD,1,24 Lac+,1 Lac+,ODISHA,Post Graduate
1174,O S Ambika,ATTINGAL,CPI(M),0,0,3 Lac+,KERALA,10th Pass
1175,Kalubhai Rupabhai Dabhi,DHANDHUKA,BJP,0,1 Crore+,21 Lac+,GUJARAT,8th Pass
1176,Ratan Devasi,RANIWARA,INC,0,4 Crore+,1 Crore+,RAJASTHAN,12th Pass
1177,Mohammad Nehaluddin,RAFIGANJ,RJD,1,1 Crore+,0,BIHAR,10th Pass
1178,Sudarshan Kumar,BARBIGHA,JD(U),0,1 Crore+,16 Lac+,BIHAR,12th Pass
1179,Jagdish Vishwakarma,NIKOL,BJP,0,29 Crore+,2 Crore+,GUJARAT,12th Pass
1180,Sachin Yadav,JASRANA,SP,0,32 Crore+,2 Crore+,UTTARPRADESH,Post Graduate
1181,Sumit Kumar Singh,CHAKAI,IND,1,0,59 Lac+,BIHAR,Graduate
1182,Kedar Chidabhai Dawar,BHAGWANPURA (ST),INC,0,0,1 Crore+,MADHYAPRADESH,Graduate Professional
1183,Mrityunjoy Murmu,RAIPUR (ST),AITC,0,0,0,WESTBENGAL,10th Pass
1184,Biman Ghosh,PURSURAH,BJP,2,2 Lac+,0,WESTBENGAL,Graduate
1185,Manirul Islam,FARAKKA,AITC,1,3 Crore+,2 Crore+,WESTBENGAL,10th Pass
1186,Biswajit Das,BAGDA (SC),BJP,6,0,9 Lac+,WESTBENGAL,10th Pass
1187,Marthon J Sangma,MENDIPATHAR (ST),NPP,0,1 Crore+,0,MEGHALAYA,Graduate
1188,Trilok Jamwal,BILASPUR,BJP,0,0,7 Lac+,HIMACHALPRADESH,Post Graduate
1189,Shalley,NARAINGARH,INC,0,53 Crore+,8 Lac+,HARYANA,8th Pass
1190,Narender Gupta,FARIDABAD,BJP,0,58 Crore+,1 Crore+,HARYANA,Graduate
1191,Shrikant Chaturvedi,MAIHAR,BJP,0,7 Crore+,56 Lac+,MADHYAPRADESH,12th Pass
1192,Dr. Shashi Panja,SHYAMPUKUR,AITC,0,7 Crore+,0,WESTBENGAL,Graduate Professional
1193,Ramalingam P,NAMAKKAL,DMK,0,27 Crore+,13 Crore+,TAMILNADU,Post Graduate
1194,S. K. Bagga (Advocate),KRISHNA NAGAR,AAP,1,8 Crore+,61 Lac+,DELHI,Post Graduate
1195,Ashok Kumar Kothari,BHILWARA,IND,0,45 Crore+,25 Crore+,RAJASTHAN,Graduate
1196,K.K. Ramachandran,PUTHUKKAD,CPI(M),4,59 Lac+,0,KERALA,10th Pass
1197,Anirudh Singh,KASUMPTI,INC,4,10 Crore+,6 Crore+,HIMACHALPRADESH,Graduate
1198,Hemant Soren,BARHAIT (ST),JMM,2,8 Crore+,2 Lac+,JHARKHAND,12th Pass
1199,Gulabsinh Somsinh Chauhan,LUNAWADA,INC,0,1 Crore+,4 Lac+,GUJARAT,Graduate
1200,Ashok Kumar Chodhary,SAKRA (SC),JD(U),5,21 Crore+,84 Lac+,BIHAR,12th Pass
1201,Baidyanath Ram,LATEHAR (SC),JMM,0,0,3 Lac+,JHARKHAND,Graduate
1202,Amit Agarwal,MEERUT CANTT.,BJP,6,148 Crore+,13 Crore+,UTTARPRADESH,Graduate Professional
1203,Shoaib Iqbal,MATIA MAHAL,AAP,6,1 Crore+,21 Lac+,DELHI,12th Pass
1204,Narayan Patel,MANDHATA,BJP,0,3 Crore+,22 Lac+,MADHYAPRADESH,10th Pass
1205,Sunil Mani Tiwari,GOVINDGANJ,BJP,1,22 Lac+,0,BIHAR,Graduate
1206,Chetram,POWAYAN (SC),BJP,0,1 Crore+,15 Lac+,UTTARPRADESH,Graduate Professional
1207,Sanjeev Jha,BURARI,AAP,3,10 Lac+,0,DELHI,Graduate
1208,Shrikant Sharma,MATHURA,BJP,0,1 Crore+,0,UTTARPRADESH,Graduate
1209,Vivek Kumar Verma,BISALPUR,BJP,4,1 Crore+,7 Lac+,UTTARPRADESH,Post Graduate
1210,Saleng A. Sangma,GAMBEGRE (ST),INC,0,2 Crore+,0,MEGHALAYA,Post Graduate
1211,Vishwamitra Pathak,SIHAWAL,BJP,0,10 Crore+,5 Crore+,MADHYAPRADESH,12th Pass
1212,Byas Kashyap S/O Shaniram Kashyap,JANJGIR-CHAMPA,INC,0,2 Crore+,35 Lac+,CHHATTISGARH,Graduate
1213,Chandan Ram Dass,BAGESHWAR (SC),BJP,0,1 Crore+,6 Lac+,UTTARAKHAND,Graduate
1214,K V Sumesh,AZHIKODE,CPI(M),2,48 Lac+,0,KERALA,Graduate Professional
1215,Abul Kalam Rasheed Alam,GOALPARA EAST,INC,3,4 Crore+,16 Lac+,ASSAM,Graduate
1216,Vinay Kumar,MEHNAUN,BJP,1,0,45 Lac+,UTTARPRADESH,Post Graduate
1217,Goutam Paul,KARANDIGHI,AITC,3,1 Crore+,0,WESTBENGAL,12th Pass
1218,Sharad Kumar,NARELA,AAP,1,3 Crore+,23 Lac+,DELHI,10th Pass
1219,Sarbananda Sonowal,MAJULI (ST),BJP,0,3 Crore+,27 Lac+,ASSAM,Graduate Professional
1220,Sikha Chatterjee,DABGRAM-FULBARI,BJP,6,69 Lac+,0,WESTBENGAL,12th Pass
1221,Arvind Shantilal Rana,SURAT EAST,BJP,0,5 Crore+,0,GUJARAT,12th Pass
1222,Ajit Singh Pal,SIKANDRA,BJP,0,2 Crore+,7 Lac+,UTTARPRADESH,Post Graduate
1223,Rupert Momin,KHARKUTTA (ST),NPP,0,89 Lac+,16 Lac+,MEGHALAYA,Post Graduate
1224,Arun Bhimawad,SHAJAPUR,BJP,2,0,19 Lac+,MADHYAPRADESH,Post Graduate
1225,Sunil Uikey,JUNNARDEO (ST),INC,2,9 Crore+,6 Crore+,MADHYAPRADESH,Graduate
1226,Dorjee Wangdi Kharma,KALAKTANG,JD(U),0,0,0,ARUNACHALPRADESH,Post Graduate
1227,Sunder Singh Thakur,KULLU,INC,1,24 Crore+,2 Crore+,HIMACHALPRADESH,Graduate Professional
1228,Manjula S,MAHADEVAPURA (SC),BJP,0,53 Crore+,18 Crore+,KARNATAKA,12th Pass
1229,Jagannath Singh Raghuwanshi,CHANDERI,BJP,0,8 Crore+,9 Lac+,MADHYAPRADESH,Post Graduate
1230,A. Nallathambi,TIRUPATTUR,DMK,5,1 Crore+,46 Lac+,TAMILNADU,10th Pass
1231,Cruz Silva,VELIM,AAP,0,0,95 Lac+,GOA,Graduate Professional
1232,Ranbir Gangwa,NALWA,BJP,0,9 Crore+,76 Lac+,HARYANA,12th Pass
1233,Lata Usendi,KONDAGAON (ST),BJP,0,3 Crore+,1 Crore+,CHHATTISGARH,12th Pass
1234,K.S.Saravanakumaar,PERIYAKULAM (SC),DMK,4,2 Crore+,1 Crore+,TAMILNADU,Post Graduate
1235,Subrata Saha,SAGARDIGHI,AITC,0,8 Crore+,21 Lac+,WESTBENGAL,Graduate Professional
1236,Madhu Verma,RAU,BJP,0,11 Crore+,70 Lac+,MADHYAPRADESH,10th Pass
1237,Amul Bhatt,MANINAGAR,BJP,0,0,77 Lac+,GUJARAT,Post Graduate
